Key,transaction_date,subscription_id,user_id,subscription_start,subscription_end,subscription_status,provider,service,Charge,transcationstatus,Active
43280221225764,2018/06/29,221225764,17171382,2018/06/29,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,216
43300226411337,2018/07/19,226411337,25732222,2018/07/19,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,196
43301226869022,2018/07/20,226869022,37357758,2018/07/20,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,195
43301226784769,2018/07/20,226784769,22405615,2018/07/20,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,195
43305227944449,2018/07/24,227944449,13262377,2018/07/24,2019/01/31,Cancelled,Provider A,Cool Songs,#N/A,#N/A,191
43308228906148,2018/07/27,228906148,22191369,2018/07/27,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,188
43308228652060,2018/07/27,228652060,18822522,2018/07/27,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,188
43310229406285,2018/07/29,229406285,37685575,2018/07/29,2019/01/31,Cancelled,Provider A,Cool Songs,#N/A,#N/A,186
43312230053342,2018/07/31,230053342,37745791,2018/07/31,2019/01/31,Cancelled,Provider B,Cool Songs,#N/A,#N/A,184
43405258300685,2018/11/01,258300685,9910845,2018/11/01,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43405258301560,2018/11/01,258301560,33574727,2018/11/01,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43405258239424,2018/11/01,258239424,40587263,2018/11/01,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43405258321386,2018/11/01,258321386,40584133,2018/11/01,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43405258291786,2018/11/01,258291786,10385338,2018/11/01,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43405258276838,2018/11/01,258276838,39834262,2018/11/01,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43406258524642,2018/11/02,258524642,40515340,2018/11/02,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43406258353316,2018/11/02,258353316,39636240,2018/11/02,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43406258533799,2018/11/02,258533799,39688027,2018/11/02,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43406258388196,2018/11/02,258388196,40105786,2018/11/02,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43482278671097,2019/01/17,278671097,41249413,2019/01/17,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,14
43495282510735,2019/01/30,282510735,7213973,2019/01/30,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,1
43496282702131,2019/01/31,282702131,32984529,2019/01/31,2019/01/31,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,0
43070165854020,2017/12/01,165854020,26525264,2017/12/01,2019/01/30,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,425
43154190234837,2018/02/23,190234837,30989992,2018/02/23,2019/01/30,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,341
43156190757811,2018/02/25,190757811,31106296,2018/02/25,2019/01/30,Cancelled,Provider C,Cooking Recipes,#N/A,#N/A,339
43173195271423,2018/03/14,195271423,18540489,2018/03/14,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,322
43183198023251,2018/03/24,198023251,8087519,2018/03/24,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,312
43194200859884,2018/04/04,200859884,18847650,2018/04/04,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,301
43196201339308,2018/04/06,201339308,25302650,2018/04/06,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,299
43207204298077,2018/04/17,204298077,23336941,2018/04/17,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,288
43218207125604,2018/04/28,207125604,11286741,2018/04/28,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,277
43239212490128,2018/05/19,212490128,34439260,2018/05/19,2019/01/30,Cancelled,Provider A,Cool Songs,#N/A,#N/A,256
43252215133825,2018/06/01,215133825,25275143,2018/06/01,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,243
43280221234231,2018/06/29,221234231,24547969,2018/06/29,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,215
43282221554712,2018/07/01,221554712,35790364,2018/07/01,2019/01/30,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,213
43287222797558,2018/07/06,222797558,23493597,2018/07/06,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,208
43288223129667,2018/07/07,223129667,11575939,2018/07/07,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,207
43289223395982,2018/07/08,223395982,19555655,2018/07/08,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,206
43308228906261,2018/07/27,228906261,29868445,2018/07/27,2019/01/30,Cancelled,Provider B,Cool Songs,#N/A,#N/A,187
43349240945267,2018/09/06,240945267,10965018,2018/09/06,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,146
43404257998620,2018/10/31,257998620,39082593,2018/10/31,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43404258004474,2018/10/31,258004474,39955139,2018/10/31,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43404258026900,2018/10/31,258026900,1858152,2018/10/31,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43404258075762,2018/10/31,258075762,39921165,2018/10/31,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43405258206073,2018/11/01,258206073,22730462,2018/11/01,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43405258204273,2018/11/01,258204273,40635687,2018/11/01,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43405258165643,2018/11/01,258165643,23924508,2018/11/01,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43405258111312,2018/11/01,258111312,40979136,2018/11/01,2019/01/30,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43068165156047,2017/11/29,165156047,26470502,2017/11/29,2019/01/29,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,426
43117180462187,2018/01/17,180462187,14714105,2018/01/17,2019/01/29,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,377
43121181219845,2018/01/21,181219845,28168446,2018/01/21,2019/01/29,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,373
43143187482405,2018/02/12,187482405,15509466,2018/02/12,2019/01/29,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,351
43150189304034,2018/02/19,189304034,30783627,2018/02/19,2019/01/29,Cancelled,Provider C,GOT Spoilers,#N/A,#N/A,344
43167193771221,2018/03/08,193771221,31588668,2018/03/08,2019/01/29,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,327
43169194250677,2018/03/10,194250677,31498871,2018/03/10,2019/01/29,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,325
43169194065527,2018/03/10,194065527,30884441,2018/03/10,2019/01/29,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,325
43173195282676,2018/03/14,195282676,31815180,2018/03/14,2019/01/29,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,321
43187199245829,2018/03/28,199245829,25414461,2018/03/28,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,307
43193200717775,2018/04/03,200717775,11058984,2018/04/03,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,301
43193200723881,2018/04/03,200723881,29765522,2018/04/03,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,301
43194200829838,2018/04/04,200829838,22183402,2018/04/04,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,300
43196201266518,2018/04/06,201266518,23246940,2018/04/06,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,298
43216206738841,2018/04/26,206738841,18676426,2018/04/26,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,278
43222208378029,2018/05/02,208378029,22195433,2018/05/02,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,272
43222208348716,2018/05/02,208348716,33850467,2018/05/02,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,272
43222208356089,2018/05/02,208356089,33851640,2018/05/02,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,272
43224208798803,2018/05/04,208798803,19490400,2018/05/04,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,270
43245213605291,2018/05/25,213605291,23975691,2018/05/25,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,249
43252215094960,2018/06/01,215094960,22064288,2018/06/01,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,242
43252215149002,2018/06/01,215149002,34835003,2018/06/01,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,242
43278220702685,2018/06/27,220702685,10937899,2018/06/27,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,216
43278220737963,2018/06/27,220737963,35675173,2018/06/27,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,216
43280221128741,2018/06/29,221128741,29342241,2018/06/29,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,214
43280221187699,2018/06/29,221187699,24733184,2018/06/29,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,214
43280221229964,2018/06/29,221229964,30790825,2018/06/29,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,214
43280221278191,2018/06/29,221278191,11252755,2018/06/29,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,214
43287222919882,2018/07/06,222919882,10979408,2018/07/06,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,207
43287222781361,2018/07/06,222781361,35308587,2018/07/06,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,207
43290223431802,2018/07/09,223431802,24221909,2018/07/09,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,204
43301226831407,2018/07/20,226831407,21592975,2018/07/20,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,193
43301226860183,2018/07/20,226860183,23788040,2018/07/20,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,193
43305228010647,2018/07/24,228010647,10971692,2018/07/24,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,189
43308228898726,2018/07/27,228898726,24671849,2018/07/27,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,186
43308228786054,2018/07/27,228786054,22329976,2018/07/27,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,186
43342238942282,2018/08/30,238942282,38874477,2018/08/30,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,152
43381250462781,2018/10/08,250462781,4303761,2018/10/08,2019/01/29,Cancelled,Provider A,Cool Songs,#N/A,#N/A,113
43397255986078,2018/10/24,255986078,1490649,2018/10/24,2019/01/29,Cancelled,Provider A,Cool Songs,#N/A,#N/A,97
43401256943956,2018/10/28,256943956,41050117,2018/10/28,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,93
43403257602310,2018/10/30,257602310,40743275,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257691050,2018/10/30,257691050,16641402,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257814306,2018/10/30,257814306,20617166,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257709441,2018/10/30,257709441,7814229,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257771015,2018/10/30,257771015,40582620,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257545352,2018/10/30,257545352,40203491,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257747239,2018/10/30,257747239,41119412,2018/10/30,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43404258078134,2018/10/31,258078134,41193107,2018/10/31,2019/01/29,Cancelled,Provider A,Cool Songs,#N/A,#N/A,90
43404257979146,2018/10/31,257979146,39971464,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43404258097872,2018/10/31,258097872,37716865,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43404257963736,2018/10/31,257963736,11700033,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43404258059346,2018/10/31,258059346,41189376,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43404258032016,2018/10/31,258032016,4957211,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43404258040710,2018/10/31,258040710,8550102,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43404258041931,2018/10/31,258041931,41185877,2018/10/31,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43445268332238,2018/12/11,268332238,40056131,2018/12/11,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,49
43140187023795,2018/02/09,187023795,12057078,2018/02/09,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,354
43140187063576,2018/02/09,187063576,21364942,2018/02/09,2019/01/29,Cancelled,Provider B,Cool Songs,#N/A,#N/A,354
43477277562658,2019/01/12,277562658,23180761,2019/01/12,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,17
43485279570506,2019/01/20,279570506,44407960,2019/01/20,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,9
43487280133651,2019/01/22,280133651,10227890,2019/01/22,2019/01/29,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,7
43154190423608,2018/02/23,190423608,20953614,2018/02/23,2019/01/28,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,339
43178196545097,2018/03/19,196545097,31964689,2018/03/19,2019/01/28,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,315
43187199219511,2018/03/28,199219511,12462567,2018/03/28,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,306
43194200869831,2018/04/04,200869831,24653118,2018/04/04,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,299
43196201312960,2018/04/06,201312960,25359781,2018/04/06,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,297
43200202268633,2018/04/10,202268633,29154269,2018/04/10,2019/01/28,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,293
43204203311781,2018/04/14,203311781,11964386,2018/04/14,2019/01/28,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,289
43217206877198,2018/04/27,206877198,10867099,2018/04/27,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,276
43222208339298,2018/05/02,208339298,19614938,2018/05/02,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,271
43222208344090,2018/05/02,208344090,18760430,2018/05/02,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,271
43224208619536,2018/05/04,208619536,32584456,2018/05/04,2019/01/28,Cancelled,Provider A,Cool Songs,#N/A,#N/A,269
43242212924334,2018/05/22,212924334,19593274,2018/05/22,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,251
43278220691276,2018/06/27,220691276,11194273,2018/06/27,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,215
43278220733244,2018/06/27,220733244,34384795,2018/06/27,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,215
43280221236366,2018/06/29,221236366,18899250,2018/06/29,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,213
43299226030232,2018/07/18,226030232,36954502,2018/07/18,2019/01/28,Cancelled,Provider A,Cool Songs,#N/A,#N/A,194
43301226682637,2018/07/20,226682637,10974307,2018/07/20,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,192
43312230054397,2018/07/31,230054397,19905322,2018/07/31,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,181
43312230076705,2018/07/31,230076705,19742134,2018/07/31,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,181
43312229982240,2018/07/31,229982240,19485065,2018/07/31,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,181
43325233625973,2018/08/13,233625973,6175589,2018/08/13,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,168
43372247992958,2018/09/29,247992958,20590439,2018/09/29,2019/01/28,Cancelled,Provider B,Cool Songs,#N/A,#N/A,121
43402257527052,2018/10/29,257527052,41120856,2018/10/29,2019/01/28,Cancelled,Provider A,Cool Songs,#N/A,#N/A,91
43402257477295,2018/10/29,257477295,6208669,2018/10/29,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43402257476155,2018/10/29,257476155,6535474,2018/10/29,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43403257734283,2018/10/30,257734283,37417978,2018/10/30,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43403257745938,2018/10/30,257745938,34512283,2018/10/30,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43403257550957,2018/10/30,257550957,40854292,2018/10/30,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43471276145514,2019/01/06,276145514,10110820,2019/01/06,2019/01/28,Cancelled,Provider B,Cool Songs,300,Failed,22
43478277899594,2019/01/13,277899594,44228759,2019/01/13,2019/01/28,Cancelled,Provider A,Pokemon-Go Locations,200,Failed,15
43071165954881,2017/12/02,165954881,16077912,2017/12/02,2019/01/27,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,421
43140187027629,2018/02/09,187027629,24894137,2018/02/09,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,352
43155190563076,2018/02/24,190563076,31061267,2018/02/24,2019/01/27,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,337
43156190718478,2018/02/25,190718478,31097042,2018/02/25,2019/01/27,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,336
43159191379591,2018/02/28,191379591,31245869,2018/02/28,2019/01/27,Cancelled,Provider C,Cooking Recipes,#N/A,#N/A,333
43166193218324,2018/03/07,193218324,11133974,2018/03/07,2019/01/27,Cancelled,Provider A,GOT Spoilers,#N/A,#N/A,326
43167193784327,2018/03/08,193784327,31590244,2018/03/08,2019/01/27,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,325
43173195272817,2018/03/14,195272817,31813528,2018/03/14,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,319
43187199231584,2018/03/28,199231584,11636014,2018/03/28,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,305
43198201675397,2018/04/08,201675397,33012449,2018/04/08,2019/01/27,Cancelled,Provider C,GOT Spoilers,#N/A,#N/A,294
43207204216798,2018/04/17,204216798,18841169,2018/04/17,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,285
43215206310720,2018/04/25,206310720,27534809,2018/04/25,2019/01/27,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,277
43216206672967,2018/04/26,206672967,20598881,2018/04/26,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,276
43216206672387,2018/04/26,206672387,31662371,2018/04/26,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,276
43222208351264,2018/05/02,208351264,23461410,2018/05/02,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,270
43248214282958,2018/05/28,214282958,25705378,2018/05/28,2019/01/27,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,244
43252215068569,2018/06/01,215068569,22339412,2018/06/01,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,240
43255215688550,2018/06/04,215688550,18840322,2018/06/04,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,237
43278220734773,2018/06/27,220734773,29748476,2018/06/27,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,214
43280221310607,2018/06/29,221310607,13011896,2018/06/29,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,212
43280221163240,2018/06/29,221163240,33500569,2018/06/29,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,212
43280221205472,2018/06/29,221205472,23165496,2018/06/29,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,212
43305227962829,2018/07/24,227962829,12212945,2018/07/24,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,187
43313230446884,2018/08/01,230446884,25401935,2018/08/01,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,179
43319232030674,2018/08/07,232030674,15210501,2018/08/07,2019/01/27,Cancelled,Provider A,Cool Songs,#N/A,#N/A,173
43361244523455,2018/09/18,244523455,38232225,2018/09/18,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,131
43387252551890,2018/10/14,252551890,38653253,2018/10/14,2019/01/27,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,105
43401257112034,2018/10/28,257112034,14686147,2018/10/28,2019/01/27,Cancelled,Provider A,Cool Songs,#N/A,#N/A,91
43401257030707,2018/10/28,257030707,12400023,2018/10/28,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43402257389758,2018/10/29,257389758,41095570,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257375597,2018/10/29,257375597,40918571,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257373920,2018/10/29,257373920,40977983,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257398452,2018/10/29,257398452,4992604,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257429082,2018/10/29,257429082,2554645,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257448181,2018/10/29,257448181,35575682,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257432623,2018/10/29,257432623,31851934,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43402257132100,2018/10/29,257132100,40940805,2018/10/29,2019/01/27,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43140186995865,2018/02/09,186995865,20592287,2018/02/09,2019/01/27,Cancelled,Provider B,Cool Songs,#N/A,#N/A,352
4289489773333,2017/06/08,89773333,20318524,2017/06/08,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,597
43069165516680,2017/11/30,165516680,26489329,2017/11/30,2019/01/26,Cancelled,Provider A,Cooking Recipes,#N/A,#N/A,422
43176196097295,2018/03/17,196097295,11622687,2018/03/17,2019/01/26,Cancelled,Provider B,GOT Spoilers,#N/A,#N/A,315
43194200839144,2018/04/04,200839144,29138056,2018/04/04,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,297
43197201412706,2018/04/07,201412706,32966155,2018/04/07,2019/01/26,Cancelled,Provider B,Cooking Recipes,#N/A,#N/A,294
43216206706254,2018/04/26,206706254,16642350,2018/04/26,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,275
43223208547139,2018/05/03,208547139,20100981,2018/05/03,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,268
43223208508104,2018/05/03,208508104,18734615,2018/05/03,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,268
43242212909904,2018/05/22,212909904,12489677,2018/05/22,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,249
43249214566357,2018/05/29,214566357,34743548,2018/05/29,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,242
43252215084857,2018/06/01,215084857,23488740,2018/06/01,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,239
43269218745651,2018/06/18,218745651,4557197,2018/06/18,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,222
43273219558809,2018/06/22,219558809,34622999,2018/06/22,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,218
43287222958312,2018/07/06,222958312,17267015,2018/07/06,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,204
43305228025878,2018/07/24,228025878,34626145,2018/07/24,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,186
43308228958005,2018/07/27,228958005,13302323,2018/07/27,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,183
43308228845268,2018/07/27,228845268,24828627,2018/07/27,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,183
43313230320849,2018/08/01,230320849,24005362,2018/08/01,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,178
43315231007814,2018/08/03,231007814,10975112,2018/08/03,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,176
43370247482621,2018/09/27,247482621,39821130,2018/09/27,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,121
43382250977010,2018/10/09,250977010,1690027,2018/10/09,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,109
43395255271574,2018/10/22,255271574,40828031,2018/10/22,2019/01/26,Cancelled,Provider A,Cool Songs,#N/A,#N/A,96
43400256871603,2018/10/27,256871603,40335628,2018/10/27,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43400256844223,2018/10/27,256844223,41029790,2018/10/27,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,91
43401257041810,2018/10/28,257041810,17140701,2018/10/28,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43401257080836,2018/10/28,257080836,40831828,2018/10/28,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43401256930893,2018/10/28,256930893,41047624,2018/10/28,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43401257035178,2018/10/28,257035178,10057376,2018/10/28,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,90
43439266739691,2018/12/05,266739691,25446112,2018/12/05,2019/01/26,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,52
43140187064739,2018/02/09,187064739,10662980,2018/02/09,2019/01/26,Cancelled,Provider B,Cool Songs,#N/A,#N/A,351
4284370847140,2017/04/18,70847140,18603705,2017/04/18,2019/01/25,Cancelled,Provider A,Pokemon-Go Locations,#N/A,#N/A,647
