date of birth,number of people
1905_10_01,2
1905_10_04,2
1905_10_15,2
1905_10_17,2
1905_10_20,2
1905_10_28,2
1905_11_05,2
1905_11_06,2
1905_11_07,2
1905_11_08,2
1905_11_11,2
1905_11_14,2
1905_11_21,2
1905_11_22,2
1905_12_01,2
1905_12_06,2
1905_12_09,2
1905_12_27,2
1906_01_10,2
1906_01_27,2
1906_02_01,2
1906_02_13,2
1906_02_16,2
1906_02_19,2
1906_02_20,2
1906_02_21,2
1906_02_24,2
1906_03_02,2
1906_03_03,2
1906_03_08,2
1906_03_14,2
1906_03_17,2
1906_03_25,2
1906_03_26,2
1906_04_01,2
1906_04_03,2
1906_04_05,2
1906_04_06,2
1906_04_07,2
1906_04_14,2
1906_04_16,2
1906_04_17,2
1906_04_18,2
1906_04_20,2
1906_04_22,2
1906_04_29,2
1906_05_03,2
1906_05_07,2
1906_05_17,2
1906_05_25,2
1906_05_28,2
1906_05_31,2
1906_06_03,2
1906_06_07,2
1906_06_10,2
1906_06_16,2
1906_06_20,2
1906_06_22,2
1906_06_25,2
1906_07_03,2
1906_07_05,2
1906_07_10,2
1906_07_11,2
1906_07_12,2
1906_07_14,2
1906_07_15,2
1906_07_17,2
1906_07_19,2
1906_07_20,2
1906_07_26,2
1906_07_29,2
1906_08_06,2
1906_08_07,2
1906_08_08,2
1906_08_11,2
1906_08_14,2
1906_08_15,2
1906_08_16,2
1906_08_17,2
1906_08_22,2
1906_09_01,2
1906_09_06,2
1906_09_07,2
1906_09_09,2
1906_09_10,2
1906_09_13,2
1906_09_15,2
1906_09_17,2
1906_09_21,2
1906_09_23,2
1906_09_27,2
1906_09_28,2
1906_09_30,2
1906_10_07,2
1906_10_09,2
1906_10_17,2
1906_10_21,2
1906_10_26,2
1906_10_27,2
1906_10_28,2
1906_11_01,2
1906_11_09,2
1906_11_11,2
1906_11_13,2
1906_11_23,2
1906_11_25,2
1906_11_29,2
1906_12_06,2
1906_12_12,2
1906_12_16,2
1906_12_17,2
1906_12_18,2
1906_12_20,2
1906_12_29,2
1906_12_30,2
1907_01_03,2
1907_01_05,2
1907_01_06,2
1907_01_07,2
1907_01_09,2
1907_01_12,2
1907_01_16,2
1907_01_17,2
1907_01_18,2
1907_01_20,2
1907_01_21,2
1907_01_22,2
1907_02_02,2
1907_02_03,2
1907_02_09,2
1907_02_10,2
1907_02_13,2
1907_02_14,2
1907_02_15,2
1907_02_16,2
1907_02_17,2
1907_02_18,2
1907_02_19,2
1907_02_22,2
1907_02_26,2
1907_02_28,2
1907_03_02,2
1907_03_07,2
1907_03_08,2
1907_03_11,2
1907_03_16,2
1907_03_22,2
1907_03_25,2
1907_03_27,2
1907_03_29,2
1907_03_30,2
1907_04_03,2
1907_04_04,2
1907_04_06,2
1907_04_09,2
1907_04_16,2
1907_04_21,2
1907_04_22,2
1907_04_24,2
1907_05_01,2
1907_05_02,2
1907_05_03,2
1907_05_08,2
1907_05_10,2
1907_05_12,2
1907_05_13,2
1907_05_19,2
1907_05_20,2
1907_05_21,2
1907_05_27,2
1907_05_29,2
1907_05_30,2
1907_06_02,2
1907_06_04,2
1907_06_13,2
1907_06_16,2
1907_06_20,2
1907_06_24,2
1907_06_30,2
1907_07_03,2
1907_07_04,2
1907_07_05,2
1907_07_06,2
1907_07_09,2
1907_07_14,2
1907_07_20,2
1907_07_24,2
1907_07_26,2
1907_07_29,2
1907_07_31,2
1907_08_01,2
1907_08_04,2
1907_08_06,2
1907_08_16,2
1907_09_01,2
1907_09_05,2
1907_09_06,2
1907_09_08,2
1907_09_13,2
1907_09_14,2
1907_09_18,2
1907_09_25,2
1907_09_26,2
1907_09_29,2
1907_10_01,2
1907_10_02,2
1907_10_13,2
1907_10_15,2
1907_10_20,2
1907_10_21,2
1907_10_28,2
1907_11_12,2
1907_11_18,2
1907_11_20,2
1907_12_06,2
1907_12_07,2
1907_12_10,2
1907_12_21,2
1907_12_24,2
1907_12_26,2
1907_12_28,2
1907_12_30,2
1908_01_11,2
1908_01_18,2
1908_01_19,2
1908_01_21,2
1908_01_24,2
1908_01_27,2
1908_01_28,2
1908_02_03,2
1908_02_08,2
1908_02_09,2
1908_02_10,2
1908_02_15,2
1908_02_20,2
1908_02_21,2
1908_02_24,2
1908_02_26,2
1908_03_04,2
1908_03_09,2
1908_03_12,2
1908_03_13,2
1908_03_30,2
1908_04_07,2
1908_04_14,2
1908_04_21,2
1908_04_22,2
1908_04_29,2
1908_04_30,2
1908_05_09,2
1908_05_12,2
1908_05_20,2
1908_05_21,2
1908_05_22,2
1908_05_23,2
1908_05_26,2
1908_06_05,2
1908_06_08,2
1908_06_15,2
1908_06_16,2
1908_06_17,2
1908_06_19,2
1908_06_21,2
1908_06_22,2
1908_06_23,2
1908_06_26,2
1908_06_28,2
1908_06_30,2
1908_07_04,2
1908_07_09,2
1908_07_16,2
1908_07_17,2
1908_08_05,2
1908_08_09,2
1908_08_14,2
1908_08_23,2
1908_08_25,2
1908_09_12,2
1908_09_18,2
1908_09_23,2
1908_09_24,2
1908_09_28,2
1908_10_01,2
1908_10_05,2
1908_10_09,2
1908_10_17,2
1908_10_19,2
1908_10_20,2
1908_10_27,2
1908_11_04,2
1908_11_10,2
1908_11_14,2
1908_11_17,2
1908_11_18,2
1908_11_20,2
1908_11_22,2
1908_11_26,2
1908_12_09,2
1908_12_14,2
1908_12_18,2
1908_12_19,2
1908_12_20,2
1908_12_22,2
1908_12_26,2
1909_01_06,2
1909_01_09,2
1909_01_15,2
1909_01_23,2
1909_01_29,2
1909_02_01,2
1909_02_06,2
1909_02_23,2
1909_02_24,2
1909_02_25,2
1909_03_04,2
1909_03_21,2
1909_04_02,2
1909_04_03,2
1909_04_13,2
1909_04_22,2
1909_04_24,2
1909_05_02,2
1909_05_13,2
1909_05_14,2
1909_05_17,2
1909_05_22,2
1909_05_23,2
1909_05_26,2
1909_06_03,2
1909_06_10,2
1909_06_13,2
1909_06_15,2
1909_06_20,2
1909_06_23,2
1909_06_25,2
1909_07_05,2
1909_07_16,2
1909_07_17,2
1909_07_24,2
1909_08_03,2
1909_08_06,2
1909_08_07,2
1909_08_14,2
1909_08_22,2
1909_08_31,2
1909_09_05,2
1909_09_06,2
1909_09_14,2
1909_09_22,2
1909_09_24,2
1909_10_09,2
1909_10_13,2
1909_10_14,2
1909_10_19,2
1909_10_30,2
1909_10_31,2
1909_11_24,2
1909_12_01,2
1909_12_02,2
1909_12_06,2
1909_12_07,2
1909_12_13,2
1909_12_30,2
1909_12_31,2
1910_01_18,2
1910_02_05,2
1910_03_16,2
1910_03_27,2
1910_04_17,2
1910_05_07,2
1910_05_08,2
1910_06_16,2
1910_06_20,2
1910_07_15,2
1910_07_24,2
1910_08_11,2
1910_08_17,2
1910_09_05,2
1910_11_08,2
1910_11_22,2
1910_12_14,2
1911_01_16,2
1911_02_21,2
1911_03_16,2
1911_03_26,2
1911_04_07,2
1911_05_03,2
1911_05_09,2
1911_05_14,2
1911_05_16,2
1911_05_17,2
1911_05_26,2
1911_05_29,2
1911_06_05,2
1911_06_11,2
1911_06_17,2
1911_07_26,2
1911_07_27,2
1911_09_19,2
1911_09_27,2
1911_11_01,2
1911_11_06,2
1911_11_22,2
1911_11_28,2
1911_12_09,2
1911_12_11,2
1911_12_14,2
1911_12_30,2
1912_01_31,2
1912_02_18,2
1912_02_20,2
1912_03_08,2
1912_04_30,2
1912_06_22,2
1912_06_26,2
1912_07_12,2
1912_08_23,2
1912_10_14,2
1913_08_15,2
1913_11_10,2
1914_04_29,2
1915_06_28,2
1916_01_26,2
1916_12_09,2
1981_12_19,2
1982_03_26,2
1982_04_12,2
1982_04_23,2
1982_05_16,2
1982_06_14,2
1982_06_18,2
1982_07_25,2
1982_07_29,2
1982_07_31,2
1982_08_01,2
1982_08_05,2
1982_08_06,2
1982_08_08,2
1982_08_09,2
1982_08_11,2
1982_09_04,2
1982_09_21,2
1982_09_27,2
1982_09_28,2
1982_10_01,2
1982_10_07,2
1982_10_11,2
1982_10_23,2
1982_10_24,2
1982_11_04,2
1982_11_18,2
1982_11_27,2
1982_11_29,2
1982_12_04,2
1982_12_07,2
1982_12_17,2
1982_12_18,2
1982_12_27,2
1983_01_04,2
1983_01_06,2
1983_01_27,2
1983_02_05,2
1983_02_18,2
1983_02_21,2
1983_02_26,2
1983_03_02,2
1983_03_03,2
1983_03_04,2
1983_03_13,2
1983_03_15,2
1983_03_26,2
1983_03_29,2
1983_03_30,2
1983_04_07,2
1983_04_19,2
1983_04_21,2
1983_04_22,2
1983_04_29,2
1983_05_01,2
1983_05_15,2
1983_05_16,2
1983_05_18,2
1983_05_20,2
1983_05_24,2
1983_05_30,2
1983_05_31,2
1983_06_22,2
1983_06_29,2
1983_07_08,2
1983_07_12,2
1983_07_19,2
1983_07_27,2
1983_08_03,2
1983_08_10,2
1983_08_12,2
1983_08_13,2
1983_08_14,2
1983_08_16,2
1983_08_18,2
1983_08_19,2
1983_08_20,2
1983_08_22,2
1983_09_01,2
1983_09_15,2
1983_09_18,2
1983_09_23,2
1983_10_01,2
1983_10_07,2
1983_10_10,2
1983_10_19,2
1983_10_22,2
1983_10_23,2
1983_10_27,2
1983_10_31,2
1983_11_02,2
1983_11_04,2
1983_11_05,2
1983_11_07,2
1983_11_09,2
1983_11_12,2
1983_11_13,2
1983_11_23,2
1983_11_24,2
1983_11_26,2
1983_11_27,2
1983_12_04,2
1983_12_08,2
1983_12_25,2
1983_12_27,2
1984_01_03,2
1984_01_09,2
1984_01_30,2
1984_02_01,2
1984_02_02,2
1984_02_03,2
1984_02_08,2
1984_02_12,2
1984_02_14,2
1984_02_16,2
1984_02_22,2
1984_02_27,2
1984_02_29,2
1984_03_30,2
1984_04_06,2
1984_04_15,2
1984_04_26,2
1984_05_18,2
1984_05_29,2
1984_06_05,2
1984_06_15,2
1984_07_15,2
1984_07_31,2
1984_08_09,2
1984_08_14,2
1984_08_24,2
1984_09_02,2
1984_12_27,2
1985_04_06,2
1985_05_27,2
1985_07_01,2
1985_12_07,2
1986_01_01,2
1986_09_11,2
1990_01_01,2
1997_05_20,2
1998_02_19,2
1999_04_15,2
1999_09_18,2
1999_10_04,2
1999_11_11,2
1900_01_02,1
1900_01_04,1
1900_01_06,1
1900_01_10,1
1900_01_11,1
1900_01_18,1
1900_01_25,1
1900_01_29,1
1900_02_01,1
1900_02_03,1
1900_02_04,1
1900_02_09,1
1900_02_10,1
1900_02_13,1
1900_02_19,1
1900_02_20,1
1900_02_21,1
1900_03_05,1
1900_03_07,1
1900_03_10,1
1900_03_13,1
1900_03_15,1
1900_03_16,1
1900_03_18,1
1900_04_06,1
1900_04_10,1
1900_04_11,1
1900_04_12,1
1900_04_13,1
1900_04_14,1
1900_04_15,1
1900_04_17,1
1900_04_28,1
1900_04_29,1
1900_05_03,1
1900_05_05,1
1900_05_14,1
1900_05_18,1
1900_05_23,1
1900_05_26,1
1900_05_27,1
1900_06_01,1
1900_06_15,1
1900_06_21,1
1900_06_28,1
1900_06_30,1
1900_07_01,1
1900_07_02,1
1900_07_04,1
1900_07_07,1
1900_07_08,1
1900_07_09,1
1900_07_15,1
1900_07_18,1
1900_07_23,1
1900_07_24,1
1900_07_30,1
1900_08_04,1
1900_08_08,1
1900_08_16,1
1900_08_29,1
1900_09_01,1
1900_09_10,1
1900_09_11,1
1900_09_14,1
1900_09_28,1
1900_10_06,1
1900_10_07,1
1900_10_09,1
1900_10_11,1
1900_10_12,1
1900_10_15,1
1900_10_18,1
1900_11_11,1
1900_11_18,1
1900_12_04,1
1900_12_05,1
1900_12_07,1
1900_12_14,1
1900_12_16,1
1900_12_18,1
1900_12_25,1
1900_12_27,1
1901_01_02,1
1901_01_12,1
1901_01_13,1
1901_01_15,1
1901_01_21,1
1901_01_24,1
1901_01_27,1
1901_01_29,1
1901_02_14,1
1901_02_17,1
1901_02_18,1
1901_02_20,1
1901_02_21,1
1901_03_03,1
1901_03_05,1
1901_03_09,1
1901_03_12,1
1901_03_16,1
1901_03_18,1
1901_03_21,1
1901_03_24,1
1901_03_25,1
1901_03_27,1
1901_03_29,1
1901_03_30,1
1901_04_10,1
1901_04_11,1
1901_04_12,1
1901_04_22,1
1901_04_23,1
1901_04_25,1
1901_04_26,1
1901_04_30,1
1901_05_02,1
1901_05_03,1
1901_05_04,1
1901_05_07,1
1901_05_10,1
1901_05_14,1
1901_05_15,1
1901_05_19,1
1901_05_20,1
1901_06_01,1
1901_06_04,1
1901_06_07,1
1901_06_14,1
1901_06_17,1
1901_06_19,1
1901_06_20,1
1901_06_21,1
1901_06_25,1
1901_06_26,1
1901_06_28,1
1901_06_30,1
1901_07_06,1
1901_07_09,1
1901_07_10,1
1901_07_12,1
1901_07_14,1
1901_07_15,1
1901_07_20,1
1901_07_22,1
1901_07_24,1
1901_07_25,1
1901_07_28,1
1901_07_30,1
1901_07_31,1
1901_08_03,1
1901_08_08,1
1901_08_11,1
1901_08_13,1
1901_08_14,1
1901_08_16,1
1901_08_19,1
1901_08_21,1
1901_08_27,1
1901_08_28,1
1901_08_31,1
1901_09_06,1
1901_09_11,1
1901_09_12,1
1901_09_14,1
1901_09_17,1
1901_09_23,1
1901_09_24,1
1901_10_04,1
1901_10_05,1
1901_10_12,1
1901_10_13,1
1901_10_18,1
1901_10_20,1
1901_10_22,1
1901_10_24,1
1901_10_27,1
1901_10_28,1
1901_10_30,1
1901_11_03,1
1901_11_06,1
1901_11_14,1
1901_11_16,1
1901_11_18,1
1901_11_19,1
1901_11_23,1
1901_11_28,1
1901_12_02,1
1901_12_07,1
1901_12_08,1
1901_12_12,1
1901_12_13,1
1901_12_17,1
1901_12_18,1
1901_12_24,1
1901_12_25,1
1901_12_30,1
1902_01_03,1
1902_01_04,1
1902_01_09,1
1902_01_13,1
1902_01_17,1
1902_01_21,1
1902_01_24,1
1902_01_29,1
1902_01_30,1
1902_02_11,1
1902_02_15,1
1902_02_17,1
1902_02_18,1
1902_02_20,1
1902_02_23,1
1902_02_25,1
1902_02_26,1
1902_03_01,1
1902_03_03,1
1902_03_05,1
1902_03_08,1
1902_03_14,1
1902_03_15,1
1902_03_25,1
1902_04_04,1
1902_04_09,1
1902_04_11,1
1902_04_18,1
1902_04_19,1
1902_04_26,1
1902_04_28,1
1902_04_29,1
1902_04_30,1
1902_05_01,1
1902_05_05,1
1902_05_08,1
1902_05_12,1
1902_05_13,1
1902_05_23,1
1902_05_28,1
1902_06_06,1
1902_06_07,1
1902_06_09,1
1902_06_10,1
1902_06_14,1
1902_06_24,1
1902_06_25,1
1902_06_27,1
1902_06_29,1
1902_07_04,1
1902_07_06,1
1902_07_07,1
1902_07_08,1
1902_07_12,1
1902_07_18,1
1902_07_23,1
1902_07_25,1
1902_07_30,1
1902_07_31,1
1902_08_02,1
1902_08_04,1
1902_08_05,1
1902_08_15,1
1902_08_20,1
1902_08_26,1
1902_08_27,1
1902_09_01,1
1902_09_03,1
1902_09_10,1
1902_09_11,1
1902_09_15,1
1902_09_24,1
1902_10_04,1
1902_10_06,1
1902_10_07,1
1902_10_09,1
1902_10_10,1
1902_10_14,1
1902_10_19,1
1902_10_20,1
1902_10_25,1
1902_10_26,1
1902_10_27,1
1902_10_28,1
1902_10_29,1
1902_11_01,1
1902_11_02,1
1902_11_04,1
1902_11_11,1
1902_11_12,1
1902_11_13,1
1902_11_15,1
1902_11_18,1
1902_11_27,1
1902_12_04,1
1902_12_07,1
1902_12_09,1
1902_12_12,1
1902_12_13,1
1902_12_14,1
1902_12_15,1
1902_12_20,1
1902_12_22,1
1902_12_28,1
1902_12_29,1
1902_12_31,1
1903_01_03,1
1903_01_07,1
1903_01_09,1
1903_01_10,1
1903_01_11,1
1903_01_19,1
1903_01_21,1
1903_01_21,1
1903_01_26,1
1903_01_28,1
1903_02_04,1
1903_02_05,1
1903_02_17,1
1903_02_20,1
1903_02_23,1
1903_03_03,1
1903_03_05,1
1903_03_10,1
1903_03_12,1
1903_03_17,1
1903_03_24,1
1903_03_31,1
1903_04_02,1
1903_04_05,1
1903_04_08,1
1903_04_12,1
1903_04_18,1
1903_04_20,1
1903_04_21,1
1903_04_24,1
1903_04_25,1
1903_04_27,1
1903_04_30,1
1903_05_02,1
1903_05_03,1
1903_05_09,1
1903_05_10,1
1903_05_11,1
1903_05_12,1
1903_05_13,1
1903_05_16,1
1903_05_23,1
1903_05_28,1
1903_06_04,1
1903_06_05,1
1903_06_07,1
1903_06_10,1
1903_06_13,1
1903_06_15,1
1903_06_18,1
1903_06_23,1
1903_06_24,1
1903_06_28,1
1903_06_29,1
1903_07_01,1
1903_07_02,1
1903_07_03,1
1903_07_14,1
1903_07_15,1
1903_07_17,1
1903_07_19,1
1903_07_21,1
1903_07_24,1
1903_07_26,1
1903_07_28,1
1903_07_30,1
1903_08_03,1
1903_08_09,1
1903_08_10,1
1903_08_17,1
1903_08_19,1
1903_08_22,1
1903_08_23,1
1903_08_27,1
1903_09_01,1
1903_09_02,1
1903_09_09,1
1903_09_15,1
1903_09_16,1
1903_09_17,1
1903_09_23,1
1903_09_24,1
1903_09_25,1
1903_09_26,1
1903_09_27,1
1903_09_29,1
1903_09_30,1
1903_10_01,1
1903_10_04,1
1903_10_05,1
1903_10_06,1
1903_10_08,1
1903_10_15,1
1903_10_17,1
1903_10_23,1
1903_10_29,1
1903_10_30,1
1903_10_31,1
1903_11_13,1
1903_11_16,1
1903_11_17,1
1903_11_23,1
1903_11_24,1
1903_11_26,1
1903_11_28,1
1903_11_30,1
1903_12_02,1
1903_12_06,1
1903_12_09,1
1903_12_11,1
1903_12_12,1
1903_12_14,1
1903_12_16,1
1903_12_19,1
1903_12_20,1
1903_12_21,1
1903_12_23,1
1903_12_24,1
1903_12_26,1
1903_12_30,1
1904_01_04,1
1904_01_05,1
1904_01_07,1
1904_01_08,1
1904_01_09,1
1904_01_12,1
1904_01_16,1
1904_01_23,1
1904_01_25,1
1904_01_28,1
1904_01_30,1
1904_02_01,1
1904_02_02,1
1904_02_07,1
1904_02_10,1
1904_02_13,1
1904_02_14,1
1904_02_22,1
1904_02_23,1
1904_02_25,1
1904_02_27,1
1904_02_29,1
1904_03_10,1
1904_03_11,1
1904_03_12,1
1904_03_13,1
1904_03_16,1
1904_03_20,1
1904_03_21,1
1904_03_24,1
1904_03_27,1
1904_03_28,1
1904_03_30,1
1904_04_02,1
1904_04_04,1
1904_04_05,1
1904_04_06,1
1904_04_07,1
1904_04_16,1
1904_04_18,1
1904_04_21,1
1904_04_22,1
1904_04_29,1
1904_05_04,1
1904_05_07,1
1904_05_09,1
1904_05_12,1
1904_05_13,1
1904_05_16,1
1904_05_17,1
1904_05_20,1
1904_05_23,1
1904_05_28,1
1904_06_01,1
1904_06_04,1
1904_06_08,1
1904_06_09,1
1904_06_12,1
1904_06_15,1
1904_06_22,1
1904_06_27,1
1904_06_28,1
1904_07_04,1
1904_07_09,1
1904_07_15,1
1904_07_17,1
1904_07_18,1
1904_07_22,1
1904_07_28,1
1904_07_30,1
1904_08_05,1
1904_08_08,1
1904_08_10,1
1904_08_12,1
1904_08_15,1
1904_08_16,1
1904_08_18,1
1904_08_19,1
1904_08_22,1
1904_08_23,1
1904_08_26,1
1904_08_30,1
1904_09_06,1
1904_09_07,1
1904_09_10,1
1904_09_14,1
1904_09_17,1
1904_09_20,1
1904_09_21,1
1904_09_28,1
1904_09_29,1
1904_10_02,1
1904_10_03,1
1904_10_05,1
1904_10_07,1
1904_10_10,1
1904_10_12,1
1904_10_15,1
1904_10_17,1
1904_10_21,1
1904_10_22,1
1904_10_28,1
1904_10_30,1
1904_11_03,1
1904_11_05,1
1904_11_06,1
1904_11_10,1
1904_11_12,1
1904_11_14,1
1904_11_17,1
1904_11_20,1
1904_11_21,1
1904_11_22,1
1904_11_24,1
1904_11_26,1
1904_11_30,1
1904_12_13,1
1904_12_18,1
1904_12_24,1
1904_12_26,1
1904_12_27,1
1904_12_28,1
1904_12_31,1
1905_01_04,1
1905_01_10,1
1905_01_11,1
1905_01_14,1
1905_01_23,1
1905_01_24,1
1905_01_28,1
1905_01_29,1
1905_01_30,1
1905_01_31,1
1905_02_03,1
1905_02_05,1
1905_02_06,1
1905_02_12,1
1905_02_18,1
1905_02_21,1
1905_02_22,1
1905_02_23,1
1905_02_25,1
1905_03_02,1
1905_03_03,1
1905_03_04,1
1905_03_06,1
1905_03_08,1
1905_03_11,1
1905_03_12,1
1905_03_13,1
1905_03_14,1
1905_03_17,1
1905_03_21,1
1905_03_22,1
1905_03_27,1
1905_04_03,1
1905_04_06,1
1905_04_08,1
1905_04_09,1
1905_04_10,1
1905_04_11,1
1905_04_17,1
1905_04_20,1
1905_04_24,1
1905_04_26,1
1905_05_01,1
1905_05_02,1
1905_05_06,1
1905_05_09,1
1905_05_13,1
1905_05_14,1
1905_05_16,1
1905_05_18,1
1905_05_22,1
1905_05_27,1
1905_05_28,1
1905_05_29,1
1905_05_30,1
1905_05_31,1
1905_06_01,1
1905_06_05,1
1905_06_10,1
1905_06_11,1
1905_06_14,1
1905_06_17,1
1905_06_18,1
1905_06_22,1
1905_06_23,1
1905_06_25,1
1905_06_30,1
1905_07_01,1
1905_07_04,1
1905_07_05,1
1905_07_07,1
1905_07_09,1
1905_07_11,1
1905_07_17,1
1905_07_18,1
1905_07_27,1
1905_07_28,1
1905_07_29,1
1905_07_30,1
1905_08_02,1
1905_08_03,1
1905_08_05,1
1905_08_07,1
1905_08_08,1
1905_08_10,1
1905_08_13,1
1905_08_14,1
1905_08_17,1
1905_08_18,1
1905_08_20,1
1905_08_22,1
1905_08_23,1
1905_08_25,1
1905_08_30,1
1905_09_01,1
1905_09_02,1
1905_09_05,1
1905_09_12,1
1905_09_13,1
1905_09_25,1
1905_10_03,1
1905_10_06,1
1905_10_07,1
1905_10_09,1
1905_10_12,1
1905_10_14,1
1905_10_19,1
1905_10_24,1
1905_10_26,1
1905_11_02,1
1905_11_03,1
1905_11_04,1
1905_11_09,1
1905_11_12,1
1905_11_15,1
1905_11_17,1
1905_11_18,1
1905_11_20,1
1905_11_27,1
1905_11_29,1
1905_11_30,1
1905_12_02,1
1905_12_03,1
1905_12_05,1
1905_12_07,1
1905_12_08,1
1905_12_10,1
1905_12_17,1
1905_12_18,1
1905_12_20,1
1905_12_22,1
1905_12_25,1
1905_12_29,1
1905_12_31,1
1906_01_03,1
1906_01_07,1
1906_01_08,1
1906_01_12,1
1906_01_16,1
1906_01_18,1
1906_01_20,1
1906_01_22,1
1906_01_23,1
1906_01_24,1
1906_01_25,1
1906_01_26,1
1906_01_28,1
1906_02_02,1
1906_02_11,1
1906_02_12,1
1906_02_18,1
1906_02_23,1
1906_02_28,1
1906_03_01,1
1906_03_05,1
1906_03_09,1
1906_03_20,1
1906_03_24,1
1906_03_28,1
1906_03_29,1
1906_04_09,1
1906_04_13,1
1906_04_15,1
1906_04_21,1
1906_04_24,1
1906_04_25,1
1906_04_26,1
1906_05_02,1
1906_05_04,1
1906_05_13,1
1906_05_14,1
1906_05_22,1
1906_05_24,1
1906_05_30,1
1906_06_05,1
1906_06_14,1
1906_06_15,1
1906_06_17,1
1906_06_18,1
1906_06_21,1
1906_06_26,1
1906_06_28,1
1906_07_01,1
1906_07_02,1
1906_07_06,1
1906_07_21,1
1906_07_22,1
1906_07_31,1
1906_08_02,1
1906_08_03,1
1906_08_04,1
1906_08_12,1
1906_08_13,1
1906_08_19,1
1906_08_23,1
1906_08_26,1
1906_09_03,1
1906_09_12,1
1906_09_20,1
1906_09_22,1
1906_09_26,1
1906_10_01,1
1906_10_05,1
1906_10_06,1
1906_10_08,1
1906_10_16,1
1906_10_24,1
1906_10_30,1
1906_11_04,1
1906_11_05,1
1906_11_06,1
1906_11_07,1
1906_11_16,1
1906_11_19,1
1906_11_21,1
1906_11_22,1
1906_11_26,1
1906_12_10,1
1906_12_14,1
1906_12_21,1
1906_12_24,1
1906_12_27,1
1906_12_28,1
1907_01_04,1
1907_01_08,1
1907_01_25,1
1907_01_26,1
1907_01_28,1
1907_01_31,1
1907_02_04,1
1907_02_05,1
1907_02_06,1
1907_02_08,1
1907_02_21,1
1907_02_23,1
1907_02_24,1
1907_02_25,1
1907_02_27,1
1907_03_03,1
1907_03_15,1
1907_03_17,1
1907_03_21,1
1907_03_28,1
1907_03_31,1
1907_04_01,1
1907_04_08,1
1907_04_10,1
1907_04_12,1
1907_04_14,1
1907_04_18,1
1907_04_20,1
1907_04_23,1
1907_05_04,1
1907_05_05,1
1907_05_14,1
1907_05_16,1
1907_05_28,1
1907_06_07,1
1907_06_10,1
1907_06_12,1
1907_06_19,1
1907_06_28,1
1907_07_16,1
1907_07_17,1
1907_07_21,1
1907_07_30,1
1907_08_05,1
1907_08_15,1
1907_08_18,1
1907_08_19,1
1907_08_22,1
1907_08_23,1
1907_08_24,1
1907_08_26,1
1907_09_09,1
1907_09_11,1
1907_09_17,1
1907_09_28,1
1907_10_03,1
1907_10_04,1
1907_10_07,1
1907_10_25,1
1907_10_26,1
1907_10_30,1
1907_11_06,1
1907_11_08,1
1907_11_14,1
1907_11_16,1
1907_11_25,1
1907_11_28,1
1907_11_30,1
1907_12_03,1
1907_12_09,1
1907_12_11,1
1907_12_19,1
1907_12_22,1
1908_01_04,1
1908_01_07,1
1908_01_12,1
1908_01_16,1
1908_01_23,1
1908_01_25,1
1908_01_29,1
1908_02_01,1
1908_02_04,1
1908_02_05,1
1908_02_06,1
1908_02_07,1
1908_02_13,1
1908_02_19,1
1908_02_22,1
1908_03_06,1
1908_03_10,1
1908_03_14,1
1908_03_15,1
1908_03_18,1
1908_03_19,1
1908_03_21,1
1908_03_22,1
1908_03_29,1
1908_03_31,1
1908_04_03,1
1908_04_11,1
1908_04_12,1
1908_04_16,1
1908_04_19,1
1908_04_20,1
1908_05_07,1
1908_05_27,1
1908_05_30,1
1908_06_14,1
1908_06_18,1
1908_06_27,1
1908_07_19,1
1908_07_22,1
1908_07_24,1
1908_07_26,1
1908_07_29,1
1908_08_06,1
1908_08_28,1
1908_08_30,1
1908_09_07,1
1908_09_11,1
1908_09_13,1
1908_09_29,1
1908_10_13,1
1908_10_23,1
1908_10_25,1
1908_11_01,1
1908_11_03,1
1908_11_12,1
1908_11_29,1
1908_12_04,1
1908_12_08,1
1908_12_17,1
1908_12_23,1
1908_12_31,1
1909_01_19,1
1909_01_28,1
1909_01_30,1
1909_02_04,1
1909_02_08,1
1909_03_02,1
1909_03_06,1
1909_03_24,1
1909_04_10,1
1909_04_17,1
1909_04_19,1
1909_04_20,1
1909_04_27,1
1909_05_05,1
1909_06_24,1
1909_07_12,1
1909_07_19,1
1909_07_21,1
1909_08_19,1
1909_08_20,1
1909_08_27,1
1909_10_05,1
1909_10_06,1
1909_11_13,1
1909_11_15,1
1909_12_17,1
1909_12_18,1
1909_12_27,1
1910_01_19,1
1910_02_17,1
1910_03_28,1
1910_04_15,1
1910_04_21,1
1910_06_19,1
1910_06_26,1
1910_08_30,1
1910_10_18,1
1910_10_21,1
1910_10_31,1
1910_11_03,1
1911_01_25,1
1911_04_08,1
1911_04_15,1
1911_04_19,1
1911_05_27,1
1911_07_04,1
1911_07_12,1
1911_07_19,1
1911_09_01,1
1911_10_31,1
1911_12_22,1
1911_12_29,1
1913_01_16,1
1913_09_04,1
1913_11_18,1
1915_07_24,1
1982_03_13,1
1982_05_30,1
1982_06_13,1
1982_06_27,1
1982_07_30,1
1982_08_23,1
1982_09_12,1
1982_10_13,1
1982_11_07,1
1982_11_08,1
1982_11_14,1
1982_11_17,1
1982_11_20,1
1982_11_22,1
1982_12_31,1
1983_01_09,1
1983_01_15,1
1983_01_17,1
1983_02_08,1
1983_02_09,1
1983_02_10,1
1983_02_12,1
1983_02_20,1
1983_03_06,1
1983_03_17,1
