date of birth,number of people
1976_08_13,63
1976_08_24,63
1976_10_08,63
1976_11_02,63
1976_11_25,63
1976_12_10,63
1976_12_22,63
1977_02_07,63
1977_02_09,63
1977_02_16,63
1977_03_05,63
1977_03_14,63
1977_03_25,63
1977_04_01,63
1977_05_12,63
1977_07_24,63
1977_08_11,63
1977_10_07,63
1977_12_16,63
1978_04_05,63
1930_01_07,62
1930_08_08,62
1933_12_12,62
1934_03_16,62
1934_06_16,62
1935_06_12,62
1935_09_15,62
1936_01_06,62
1936_04_10,62
1936_05_06,62
1936_05_15,62
1936_09_11,62
1936_12_24,62
1937_01_04,62
1937_03_02,62
1937_03_04,62
1937_08_10,62
1937_10_15,62
1938_03_17,62
1938_04_20,62
1938_05_01,62
1938_05_24,62
1938_09_15,62
1939_02_28,62
1939_04_02,62
1939_04_05,62
1939_06_07,62
1939_06_26,62
1939_12_02,62
1939_12_10,62
1939_12_18,62
1940_02_13,62
1940_03_01,62
1940_03_07,62
1940_04_13,62
1940_05_14,62
1940_05_18,62
1940_05_28,62
1940_06_19,62
1940_07_22,62
1940_08_11,62
1940_09_04,62
1940_09_18,62
1940_11_01,62
1940_11_03,62
1941_04_06,62
1941_06_27,62
1941_08_25,62
1941_10_01,62
1941_10_06,62
1941_11_28,62
1941_12_26,62
1942_01_14,62
1942_02_06,62
1942_03_28,62
1942_04_08,62
1942_07_08,62
1942_08_14,62
1942_09_18,62
1942_09_30,62
1942_10_28,62
1942_11_14,62
1942_11_15,62
1942_12_29,62
1943_02_08,62
1943_02_16,62
1943_02_19,62
1943_03_04,62
1943_03_26,62
1943_04_15,62
1943_06_15,62
1943_06_23,62
1943_06_24,62
1943_07_24,62
1943_08_02,62
1943_08_18,62
1943_09_01,62
1943_09_28,62
1943_10_22,62
1943_11_15,62
1944_04_14,62
1944_04_25,62
1944_06_28,62
1944_07_11,62
1944_07_15,62
1944_07_21,62
1944_07_25,62
1944_10_25,62
1944_11_27,62
1944_12_20,62
1945_01_09,62
1945_01_19,62
1945_01_22,62
1945_04_20,62
1945_05_16,62
1945_05_31,62
1945_07_03,62
1945_07_05,62
1945_08_03,62
1945_08_11,62
1945_08_27,62
1945_09_07,62
1945_11_01,62
1945_11_10,62
1945_11_16,62
1945_12_21,62
1946_02_06,62
1946_02_12,62
1946_05_09,62
1946_05_11,62
1946_06_19,62
1947_03_17,62
1947_11_13,62
1975_05_31,62
1975_07_21,62
1975_12_11,62
1976_07_14,62
1976_07_21,62
1976_08_27,62
1976_10_12,62
1976_11_24,62
1977_01_11,62
1977_01_17,62
1977_02_27,62
1977_03_23,62
1977_06_02,62
1977_06_20,62
1977_08_24,62
1977_08_27,62
1977_09_16,62
1978_01_02,62
1978_06_06,62
1931_02_02,61
1931_04_04,61
1933_03_04,61
1934_01_02,61
1934_11_12,61
1935_08_07,61
1936_06_05,61
1936_07_17,61
1936_10_12,61
1936_11_05,61
1937_04_15,61
1937_08_20,61
1937_08_28,61
1938_02_03,61
1938_03_28,61
1938_04_06,61
1938_04_10,61
1938_04_16,61
1938_06_09,61
1938_09_27,61
1938_10_20,61
1938_12_10,61
1938_12_24,61
1939_01_20,61
1939_06_15,61
1939_07_09,61
1939_09_12,61
1939_09_26,61
1939_09_27,61
1939_11_20,61
1939_11_28,61
1939_12_06,61
1940_01_25,61
1940_04_11,61
1940_06_28,61
1940_08_29,61
1940_09_11,61
1940_10_08,61
1940_10_19,61
1940_12_28,61
1941_03_24,61
1941_05_28,61
1941_06_22,61
1941_08_02,61
1941_08_10,61
1941_08_12,61
1941_09_20,61
1941_10_05,61
1942_01_28,61
1942_02_09,61
1942_03_14,61
1942_03_24,61
1942_05_14,61
1942_05_21,61
1942_06_20,61
1942_07_25,61
1942_08_01,61
1942_08_02,61
1942_08_21,61
1942_11_28,61
1942_12_01,61
1943_02_01,61
1943_02_09,61
1943_04_20,61
1943_05_02,61
1943_05_03,61
1943_06_29,61
1943_08_03,61
1943_08_10,61
1943_09_04,61
1943_09_16,61
1943_09_19,61
1943_10_14,61
1943_11_10,61
1943_11_23,61
1944_01_20,61
1944_02_08,61
1944_03_22,61
1944_04_19,61
1944_04_24,61
1944_05_23,61
1944_05_27,61
1944_07_02,61
1944_08_03,61
1944_08_23,61
1944_11_01,61
1944_11_07,61
1944_12_11,61
1945_01_23,61
1945_02_23,61
1945_02_25,61
1945_03_07,61
1945_03_09,61
1945_05_11,61
1945_06_19,61
1946_02_21,61
1946_05_17,61
1946_05_29,61
1946_10_13,61
1947_01_26,61
1947_02_25,61
1947_07_16,61
1947_07_24,61
1975_10_27,61
1975_12_21,61
1976_02_29,61
1976_07_11,61
1976_10_25,61
1976_11_01,61
1976_11_06,61
1976_12_09,61
1977_01_03,61
1977_01_12,61
1977_03_02,61
1977_04_08,61
1977_05_18,61
1977_06_18,61
1977_07_05,61
1977_08_25,61
1977_09_10,61
1977_09_17,61
1977_09_20,61
1977_11_11,61
1977_11_18,61
1928_03_03,60
1930_10_12,60
1933_08_15,60
1933_09_09,60
1934_06_18,60
1934_11_05,60
1934_12_12,60
1935_04_15,60
1935_05_25,60
1935_06_10,60
1935_06_16,60
1936_01_05,60
1936_06_16,60
1936_07_10,60
1936_08_10,60
1936_08_12,60
1937_03_07,60
1937_08_03,60
1938_02_01,60
1938_03_16,60
1938_05_02,60
1938_05_16,60
1938_06_03,60
1938_08_18,60
1938_09_14,60
1938_11_01,60
1938_12_29,60
1939_01_05,60
1939_05_07,60
1939_06_13,60
1939_08_06,60
1939_09_11,60
1939_10_01,60
1939_10_18,60
1939_10_20,60
1940_01_14,60
1940_03_18,60
1940_05_07,60
1940_05_25,60
1940_06_11,60
1940_07_03,60
1940_07_06,60
1940_07_10,60
1940_08_02,60
1940_08_07,60
1940_08_30,60
1940_10_18,60
1940_10_28,60
1940_11_09,60
1940_11_23,60
1940_12_03,60
1940_12_20,60
1940_12_23,60
1940_12_29,60
1941_01_15,60
1941_01_20,60
1941_02_20,60
1941_03_08,60
1941_03_29,60
1941_04_02,60
1941_05_21,60
1941_06_15,60
1941_08_17,60
1941_09_27,60
1941_11_22,60
1941_12_07,60
1942_01_23,60
1942_05_12,60
1942_07_30,60
1942_08_19,60
1942_09_13,60
1942_10_05,60
1942_10_22,60
1942_11_17,60
1943_01_29,60
1943_01_31,60
1943_02_25,60
1943_03_25,60
1943_05_11,60
1943_06_09,60
1943_07_06,60
1943_07_23,60
1943_08_05,60
1943_08_25,60
1943_09_02,60
1943_09_05,60
1943_12_02,60
1943_12_06,60
1943_12_17,60
1943_12_21,60
1944_01_09,60
1944_02_06,60
1944_02_22,60
1944_04_28,60
1944_05_20,60
1944_05_22,60
1944_05_24,60
1944_05_29,60
1944_07_26,60
1944_08_30,60
1944_09_24,60
1945_01_03,60
1945_01_16,60
1945_01_21,60
1945_02_27,60
1945_03_19,60
1945_03_20,60
1945_04_28,60
1945_06_17,60
1945_07_19,60
1945_08_07,60
1945_08_12,60
1945_08_13,60
1945_08_24,60
1945_09_02,60
1946_01_27,60
1946_09_05,60
1946_12_09,60
1946_12_17,60
1946_12_21,60
1975_07_30,60
1975_10_22,60
1976_05_17,60
1976_05_30,60
1976_07_01,60
1976_07_23,60
1976_08_22,60
1976_10_05,60
1976_10_15,60
1976_12_04,60
1977_03_26,60
1977_04_24,60
1977_05_13,60
1977_05_24,60
1977_05_29,60
1977_08_15,60
1977_08_19,60
1977_09_12,60
1977_11_28,60
1977_12_25,60
1977_12_29,60
1978_05_05,60
1978_07_07,60
1927_12_25,59
1928_11_11,59
1929_09_09,59
1929_12_12,59
1930_03_04,59
1930_03_12,59
1932_02_03,59
1932_02_10,59
1932_06_10,59
1932_06_12,59
1932_08_08,59
1933_05_05,59
1933_06_10,59
1933_12_16,59
1934_08_08,59
1934_12_16,59
1935_07_12,59
1935_08_01,59
1935_08_16,59
1936_01_10,59
1936_01_15,59
1936_02_04,59
1936_06_12,59
1936_09_10,59
1936_10_06,59
1937_02_04,59
1937_02_10,59
1937_04_12,59
1937_04_20,59
1937_08_01,59
1937_08_15,59
1937_09_05,59
1937_09_12,59
1938_01_06,59
1938_01_15,59
1938_04_02,59
1938_07_12,59
1938_07_17,59
1938_09_19,59
1938_11_25,59
1938_11_28,59
1938_12_28,59
1939_01_10,59
1939_03_23,59
1939_03_29,59
1939_04_03,59
1939_04_06,59
1939_04_12,59
1939_04_14,59
1939_07_03,59
1939_08_07,59
1939_08_10,59
1939_09_23,59
1939_12_01,59
1939_12_27,59
1940_01_28,59
1940_04_09,59
1940_05_11,59
1940_05_22,59
1940_06_08,59
1940_06_30,59
1940_07_08,59
1940_07_21,59
1940_08_03,59
1940_09_13,59
1940_10_03,59
1940_10_26,59
1940_11_21,59
1940_11_25,59
1940_12_11,59
1941_01_12,59
1941_03_06,59
1941_03_16,59
1941_03_20,59
1941_04_07,59
1941_06_03,59
1941_06_30,59
1941_07_18,59
1941_07_23,59
1941_08_14,59
1941_09_26,59
1941_10_04,59
1941_10_09,59
1941_10_21,59
1941_10_24,59
1941_11_17,59
1941_12_08,59
1941_12_23,59
1942_01_09,59
1942_02_17,59
1942_04_09,59
1942_04_18,59
1942_06_14,59
1942_06_21,59
1942_06_28,59
1942_07_29,59
1942_10_20,59
1942_11_19,59
1942_12_10,59
1942_12_13,59
1942_12_20,59
1943_01_04,59
1943_01_09,59
1943_01_12,59
1943_03_14,59
1943_03_17,59
1943_04_26,59
1943_05_17,59
1943_09_06,59
1943_10_01,59
1943_10_12,59
1943_10_16,59
1943_11_04,59
1943_12_09,59
1943_12_28,59
1944_01_11,59
1944_01_22,59
1944_02_24,59
1944_03_08,59
1944_05_09,59
1944_05_17,59
1944_06_20,59
1944_06_23,59
1944_10_28,59
1944_12_22,59
1944_12_30,59
1945_01_18,59
1945_03_30,59
1945_03_31,59
1945_04_24,59
1945_06_09,59
1945_07_30,59
1945_09_08,59
1945_09_25,59
1945_10_21,59
1945_10_27,59
1945_10_29,59
1945_11_06,59
1945_11_20,59
1945_11_23,59
1946_01_13,59
1946_01_23,59
1946_11_27,59
1947_11_30,59
1974_12_21,59
1976_02_21,59
1976_03_21,59
1976_07_24,59
1976_10_19,59
1976_10_21,59
1976_10_24,59
1976_11_10,59
1976_12_13,59
1976_12_30,59
1977_01_16,59
1977_01_24,59
1977_02_22,59
1977_03_06,59
1977_03_27,59
1977_03_28,59
1977_04_19,59
1977_04_29,59
1977_06_01,59
1977_06_14,59
1977_07_09,59
1977_07_21,59
1977_10_05,59
1978_02_28,59
1978_03_28,59
1979_03_03,59
1927_08_08,58
1928_02_28,58
1928_12_12,58
1929_02_02,58
1930_03_15,58
1930_07_07,58
1931_06_01,58
1932_01_02,58
1932_05_05,58
1932_12_12,58
1933_01_02,58
1933_03_12,58
1933_06_20,58
1934_01_10,58
1934_03_12,58
1934_07_01,58
1934_08_04,58
1935_05_01,58
1935_06_09,58
1935_08_12,58
1936_02_12,58
1936_03_02,58
1936_05_12,58
1937_02_01,58
1937_04_10,58
1937_07_27,58
1937_12_24,58
1938_01_03,58
1938_03_20,58
1938_10_22,58
1939_01_25,58
1939_02_01,58
1939_02_04,58
1939_02_18,58
1939_04_25,58
1939_06_17,58
1939_07_13,58
1939_09_05,58
1939_09_10,58
1939_10_29,58
1940_04_08,58
1940_05_09,58
1940_05_12,58
1940_05_17,58
1940_05_24,58
1940_07_02,58
1940_08_05,58
1940_08_18,58
1940_09_24,58
1941_02_10,58
1941_02_22,58
1941_03_14,58
1941_04_14,58
1941_04_15,58
1941_05_12,58
1941_05_14,58
1941_06_04,58
1941_06_05,58
1941_06_07,58
1941_08_21,58
1941_09_14,58
1941_10_11,58
1941_11_20,58
1942_01_30,58
1942_03_17,58
1942_07_11,58
1942_09_05,58
1942_10_17,58
1942_11_06,58
1942_12_30,58
1943_01_26,58
1943_02_12,58
1943_02_27,58
1943_04_13,58
1943_04_22,58
1943_04_28,58
1943_05_09,58
1943_05_13,58
1943_06_19,58
1943_07_19,58
1943_08_09,58
1943_09_03,58
1943_10_03,58
1943_10_06,58
1943_10_27,58
1943_11_13,58
1943_11_27,58
1943_12_05,58
1944_01_19,58
1944_03_02,58
1944_03_21,58
1944_03_31,58
1944_04_21,58
1944_04_27,58
1944_05_19,58
1944_06_24,58
1944_07_30,58
1944_10_26,58
1944_10_30,58
1944_11_18,58
1945_01_26,58
1945_01_30,58
1945_07_21,58
1945_07_22,58
1946_07_05,58
1946_11_13,58
1976_11_03,58
1976_11_05,58
1976_11_13,58
1977_01_26,58
1977_03_19,58
1977_03_31,58
1977_04_07,58
1977_05_16,58
1977_06_09,58
1977_06_28,58
1977_07_28,58
1977_09_03,58
1977_12_02,58
1977_12_23,58
1978_02_03,58
1978_04_24,58
1926_02_02,57
1927_07_07,57
1928_01_12,57
1929_01_10,57
1930_01_10,57
1930_02_01,57
1930_05_15,57
1930_06_02,57
1932_01_10,57
1933_01_15,57
1933_03_06,57
1935_01_15,57
1935_06_15,57
1935_07_17,57
1935_09_07,57
1936_03_09,57
1936_03_16,57
1936_04_18,57
1936_06_14,57
1936_09_14,57
1937_02_03,57
1937_02_28,57
1937_06_04,57
1937_06_05,57
1937_09_19,57
1938_01_12,57
1938_02_13,57
1938_02_28,57
1938_03_01,57
1938_10_25,57
1938_12_15,57
1938_12_18,57
1939_05_06,57
1939_06_05,57
1939_06_24,57
1939_06_30,57
1939_08_14,57
1939_09_04,57
1939_09_22,57
1939_11_27,57
1939_12_15,57
1940_05_02,57
1940_05_27,57
1940_07_13,57
1940_07_29,57
1940_08_13,57
1940_09_07,57
1940_11_07,57
1940_12_02,57
1940_12_21,57
1940_12_30,57
1941_01_21,57
1941_04_25,57
1941_06_16,57
1941_06_25,57
1941_07_28,57
1941_08_24,57
1941_09_09,57
1941_09_16,57
1941_09_22,57
1941_11_18,57
1941_11_25,57
1941_12_31,57
1942_01_13,57
1942_01_24,57
1942_03_29,57
1942_05_19,57
1942_05_30,57
1942_08_29,57
1942_09_17,57
1942_10_04,57
1942_12_09,57
1943_01_14,57
1943_01_23,57
1943_02_15,57
1943_03_28,57
1943_03_29,57
1943_03_30,57
1943_04_02,57
1943_04_21,57
1943_04_23,57
1943_05_08,57
1943_05_22,57
1943_06_02,57
1943_06_22,57
1943_07_30,57
1943_07_31,57
1943_08_07,57
1943_09_30,57
1943_10_19,57
1943_10_25,57
1943_10_26,57
1943_11_12,57
1944_01_28,57
1944_02_09,57
1944_02_25,57
1944_02_26,57
1944_03_09,57
1944_03_24,57
1944_05_07,57
1944_07_05,57
1944_08_14,57
1944_09_14,57
1944_12_09,57
1944_12_13,57
1944_12_17,57
1945_01_31,57
1945_03_27,57
1945_04_19,57
1945_06_21,57
1945_12_17,57
1946_03_05,57
1976_06_21,57
1976_10_17,57
1976_12_08,57
1977_01_08,57
1977_01_25,57
1977_02_11,57
1977_02_19,57
1977_05_07,57
1977_05_17,57
1977_07_30,57
1977_08_02,57
1977_08_04,57
1977_08_20,57
1977_09_04,57
1977_09_13,57
1977_12_24,57
1978_01_06,57
1978_04_04,57
1978_04_06,57
1978_09_09,57
1918_10_10,56
1924_04_04,56
1927_07_27,56
1928_07_01,56
1929_06_01,56
1929_08_04,56
1929_09_29,56
1929_10_11,56
1930_06_10,56
1930_07_17,56
1931_03_01,56
1932_02_01,56
1932_02_28,56
1932_05_01,56
1932_06_01,56
1932_12_04,56
1932_12_16,56
1933_05_15,56
1934_12_24,56
1935_04_01,56
1935_07_07,56
1936_01_07,56
1936_06_04,56
1936_06_26,56
1936_07_27,56
1936_09_18,56
1936_10_04,56
1936_11_15,56
1937_03_27,56
1937_06_22,56
1937_07_15,56
1937_09_10,56
1937_12_01,56
1938_05_14,56
1938_06_19,56
1938_07_10,56
1938_08_27,56
1938_09_17,56
1938_10_02,56
1938_10_03,56
1938_10_04,56
1938_10_26,56
1938_11_10,56
1938_11_20,56
1939_01_08,56
1939_04_08,56
1939_07_14,56
1939_07_15,56
1939_08_01,56
1939_10_23,56
1939_11_15,56
1939_11_17,56
1939_12_05,56
1939_12_23,56
1940_01_18,56
1940_02_25,56
1940_03_27,56
1940_04_03,56
1940_04_25,56
1940_07_09,56
1940_07_28,56
1940_09_03,56
1940_10_27,56
1940_11_16,56
1940_12_06,56
1940_12_14,56
1941_01_13,56
1941_02_03,56
1941_03_21,56
1941_05_04,56
1941_06_08,56
1941_06_09,56
1941_06_14,56
1941_07_24,56
1941_07_25,56
1941_08_06,56
1941_08_19,56
1941_08_28,56
1941_08_30,56
1941_09_06,56
1941_09_19,56
1941_11_15,56
1942_02_14,56
1942_03_30,56
1942_05_02,56
1942_05_07,56
1942_07_03,56
1942_07_23,56
1942_07_27,56
1942_11_27,56
1942_12_08,56
1943_01_27,56
1943_03_01,56
1943_03_19,56
1943_04_06,56
1943_04_18,56
1943_05_24,56
1943_05_27,56
1943_07_17,56
1943_07_29,56
1943_08_11,56
1943_08_24,56
1943_10_02,56
1943_12_03,56
1943_12_22,56
1944_01_18,56
1944_02_18,56
1944_04_20,56
1944_04_29,56
1944_07_12,56
1944_07_24,56
1944_07_29,56
1944_08_22,56
1945_05_22,56
1945_07_04,56
1945_07_09,56
1945_07_31,56
1945_10_24,56
1945_11_13,56
1945_12_22,56
1946_01_09,56
1975_12_13,56
1976_06_19,56
1976_07_22,56
1976_08_14,56
1976_08_17,56
1976_10_04,56
1976_10_07,56
1976_10_29,56
1976_10_30,56
1976_11_08,56
1976_11_17,56
1976_12_06,56
1976_12_19,56
1976_12_21,56
1977_01_28,56
1977_04_27,56
1977_06_12,56
1977_06_23,56
1977_07_13,56
1977_09_06,56
1977_09_24,56
1977_09_27,56
1977_12_15,56
1978_09_12,56
1978_09_15,56
1978_10_10,56
1925_02_02,55
1928_06_15,55
1929_06_15,55
1930_01_05,55
1930_08_10,55
1932_04_06,55
1932_05_15,55
1933_04_15,55
1933_08_06,55
1933_08_25,55
1933_09_10,55
1934_02_10,55
1934_06_12,55
1934_07_17,55
1934_08_28,55
1934_09_10,55
1935_01_10,55
1935_02_28,55
1935_04_07,55
1935_06_14,55
1935_09_25,55
1935_10_17,55
1935_12_24,55
1936_01_12,55
1936_01_20,55
1936_02_22,55
1936_04_12,55
1936_04_14,55
1936_04_24,55
1936_09_22,55
1936_10_01,55
1936_12_01,55
1936_12_15,55
1936_12_29,55
1937_01_17,55
1937_03_09,55
1937_03_16,55
1937_04_05,55
1937_05_12,55
1937_06_16,55
1937_06_26,55
1937_09_11,55
1937_09_20,55
1937_10_02,55
1937_10_20,55
1938_02_22,55
1938_05_12,55
1938_08_11,55
1938_09_18,55
1938_10_24,55
1939_02_22,55
1939_03_05,55
1939_04_15,55
1939_04_24,55
1939_05_19,55
1939_06_08,55
1939_06_11,55
1939_09_18,55
1939_11_14,55
1939_11_29,55
1939_12_08,55
1940_02_20,55
1940_02_21,55
1940_03_23,55
1940_03_26,55
1940_07_25,55
1940_08_04,55
1940_08_22,55
1940_09_21,55
1940_09_27,55
1940_10_02,55
1940_10_24,55
1940_10_30,55
1940_11_26,55
1941_01_11,55
1941_02_01,55
1941_04_08,55
1941_04_27,55
1941_05_03,55
1941_05_10,55
1941_07_06,55
1941_07_14,55
1941_09_01,55
1941_09_25,55
1941_10_16,55
1941_10_20,55
1941_11_30,55
1941_12_03,55
1941_12_24,55
1942_01_18,55
1942_03_09,55
1942_05_27,55
1942_07_04,55
1942_07_18,55
1942_10_31,55
1942_12_28,55
1943_01_13,55
1943_01_25,55
1943_02_11,55
1943_02_14,55
1943_03_24,55
1943_04_24,55
1943_05_28,55
1943_06_05,55
1943_08_13,55
1943_11_08,55
1943_11_09,55
1943_12_07,55
1944_02_23,55
1944_05_30,55
1944_06_13,55
1944_09_20,55
1944_11_05,55
1944_11_13,55
1944_12_29,55
1945_02_24,55
1945_06_01,55
1945_06_29,55
1945_08_23,55
1946_01_30,55
1946_05_01,55
1976_06_13,55
1976_07_12,55
1976_11_15,55
1977_05_20,55
1977_05_23,55
1977_06_10,55
1977_06_22,55
1977_06_30,55
1977_09_18,55
1977_10_04,55
1977_10_31,55
1978_01_03,55
1978_03_21,55
1978_05_27,55
1925_06_06,54
1928_01_15,54
1928_02_08,54
1929_10_29,54
1929_11_11,54
1930_01_04,54
1930_03_30,54
1932_03_10,54
1932_03_16,54
1932_06_04,54
1933_07_07,54
1933_08_10,54
1933_09_01,54
1933_12_10,54
1934_04_16,54
1934_08_01,54
1934_10_16,54
1935_01_07,54
1935_02_01,54
1935_03_03,54
1935_03_10,54
1935_03_12,54
1935_03_15,54
1935_06_11,54
1935_10_11,54
1936_02_03,54
1936_04_02,54
1936_04_07,54
1936_06_07,54
1936_06_21,54
1936_08_18,54
1936_09_06,54
1936_09_19,54
1936_09_20,54
1936_11_20,54
1937_06_07,54
1937_06_11,54
1937_07_17,54
1937_09_01,54
1937_09_27,54
1937_10_04,54
1937_10_07,54
1937_11_04,54
1937_11_10,54
1937_11_26,54
1937_12_27,54
1938_02_06,54
1938_03_21,54
1938_03_25,54
1938_04_14,54
1938_05_07,54
1938_07_27,54
1938_09_02,54
1938_09_23,54
1938_10_06,54
1938_10_27,54
1938_10_29,54
1939_01_06,54
1939_04_18,54
1939_08_13,54
1939_08_19,54
1939_09_17,54
1939_09_28,54
1939_10_07,54
1939_11_05,54
1940_01_13,54
1940_01_27,54
1940_04_24,54
1940_06_21,54
1940_07_04,54
1940_07_30,54
1940_08_25,54
1940_09_06,54
1940_10_23,54
1940_11_22,54
1940_12_07,54
1940_12_08,54
1940_12_13,54
1940_12_22,54
1941_01_05,54
1941_01_07,54
1941_01_08,54
1941_02_14,54
1941_04_10,54
1941_04_16,54
1941_05_17,54
1941_05_25,54
1941_08_03,54
1941_08_09,54
1941_08_11,54
1941_10_03,54
1941_10_17,54
1941_12_09,54
1941_12_20,54
1941_12_29,54
1942_02_26,54
1942_02_27,54
1942_03_18,54
1942_03_19,54
1942_03_27,54
1942_04_03,54
1942_05_11,54
1942_05_26,54
1942_07_26,54
1942_10_29,54
1942_11_13,54
1942_12_07,54
1943_01_21,54
1943_03_20,54
1943_04_27,54
1943_07_26,54
1943_09_13,54
1944_01_14,54
1944_01_31,54
1944_04_02,54
1944_04_05,54
1944_04_13,54
1944_07_09,54
1944_11_17,54
1945_02_13,54
1945_10_22,54
1976_05_09,54
1976_05_22,54
1976_08_11,54
1977_01_13,54
1977_01_23,54
1977_03_18,54
1977_03_20,54
1977_05_01,54
1977_06_19,54
1977_09_05,54
1977_09_19,54
1977_10_12,54
1978_02_22,54
1978_03_06,54
1978_03_10,54
1978_03_20,54
1978_03_22,54
1978_07_03,54
1978_08_28,54
1978_09_28,54
1915_01_01,53
1925_05_05,53
1925_08_25,53
1928_04_04,53
1928_08_28,53
1930_04_03,53
1930_11_10,53
1931_07_01,53
1932_05_11,53
1932_06_16,53
1932_09_15,53
1932_10_20,53
1933_04_16,53
1933_06_07,53
1933_06_12,53
1933_06_15,53
1933_06_16,53
1933_10_12,53
1934_02_06,53
1934_05_10,53
1934_08_05,53
1935_04_06,53
1935_07_16,53
1935_09_20,53
1935_12_10,53
1936_02_14,53
1936_06_09,53
1936_07_14,53
1936_08_04,53
1936_11_01,53
1936_12_23,53
1937_01_06,53
1937_01_07,53
1937_01_08,53
1937_02_06,53
1937_02_11,53
1937_03_15,53
1937_05_16,53
1937_06_02,53
1937_07_11,53
1937_09_16,53
1938_02_11,53
1938_03_09,53
1938_04_05,53
1938_05_19,53
1938_07_06,53
1938_11_23,53
1938_12_08,53
1939_01_09,53
1939_01_22,53
1939_03_16,53
1939_04_29,53
1939_05_08,53
1939_05_13,53
1939_05_14,53
1939_06_02,53
1939_06_22,53
1939_07_05,53
1939_07_06,53
1939_10_02,53
1939_10_06,53
1939_10_28,53
1939_11_08,53
1939_11_12,53
1939_11_16,53
1940_02_27,53
1940_04_02,53
1940_04_26,53
1940_05_01,53
1940_05_23,53
1940_07_18,53
1940_10_22,53
1940_10_29,53
1940_11_27,53
1940_12_18,53
1941_02_07,53
1941_04_20,53
1941_05_06,53
1941_05_13,53
1941_06_18,53
1941_06_20,53
1941_06_21,53
1941_07_09,53
1941_07_16,53
1941_07_26,53
1941_09_05,53
1941_10_13,53
1942_01_21,53
1942_01_25,53
1942_02_19,53
1942_02_20,53
1942_05_09,53
1942_05_29,53
1942_12_03,53
1943_01_05,53
1943_02_22,53
1943_03_18,53
1943_05_31,53
1943_07_04,53
1943_10_29,53
1943_11_07,53
1943_11_17,53
1943_12_19,53
1943_12_20,53
1944_07_18,53
1944_08_05,53
1944_10_23,53
1945_01_17,53
1945_10_03,53
1945_11_24,53
1946_10_31,53
1975_10_31,53
1976_05_24,53
1976_07_10,53
1976_07_30,53
1976_11_07,53
1976_12_02,53
1977_03_29,53
1977_04_10,53
1977_04_12,53
1977_04_23,53
1977_05_30,53
1977_06_17,53
1977_06_24,53
1977_07_20,53
1977_10_08,53
1977_10_11,53
1977_10_24,53
1977_11_04,53
1978_02_07,53
1978_02_10,53
1978_02_14,53
1978_09_05,53
1978_12_25,53
1918_02_02,52
1924_06_06,52
1928_01_02,52
1929_02_04,52
1929_04_10,52
1929_07_07,52
1930_02_28,52
1930_04_01,52
1930_04_10,52
1930_09_16,52
1931_03_03,52
1931_10_12,52
1932_04_10,52
1932_04_14,52
1932_05_12,52
1933_01_10,52
1933_04_12,52
1933_08_04,52
1933_10_11,52
1933_12_24,52
1934_03_05,52
1934_03_15,52
1934_10_15,52
1935_03_05,52
1935_03_16,52
1935_08_18,52
1935_08_27,52
1935_08_28,52
1935_09_09,52
1935_11_12,52
1935_12_06,52
1936_04_05,52
1936_04_16,52
1936_08_01,52
1936_08_02,52
1936_09_13,52
1936_10_08,52
1937_01_03,52
1937_03_12,52
1937_04_07,52
1937_05_11,52
1937_06_20,52
1937_06_30,52
1937_09_29,52
1937_11_01,52
1937_12_04,52
1937_12_05,52
1937_12_15,52
1938_01_07,52
1938_01_11,52
1938_04_07,52
1938_07_25,52
1938_08_13,52
1938_08_14,52
1938_10_09,52
1938_10_18,52
1938_11_04,52
1938_11_16,52
1939_02_05,52
1939_03_25,52
1939_03_30,52
1939_05_01,52
1939_05_04,52
1939_07_18,52
1939_11_01,52
1939_11_03,52
1939_11_06,52
1939_12_31,52
1940_01_21,52
1940_02_09,52
1940_04_17,52
1940_04_22,52
1940_04_28,52
1940_08_26,52
1940_09_29,52
1940_10_15,52
1940_11_02,52
1940_11_06,52
1940_11_17,52
1940_12_09,52
1940_12_27,52
1941_01_25,52
1941_02_11,52
1941_03_12,52
1941_03_26,52
1941_03_31,52
1941_06_11,52
1941_11_05,52
1941_11_14,52
1941_11_23,52
1941_12_06,52
1941_12_10,52
1941_12_21,52
1942_04_25,52
1942_04_26,52
1942_04_28,52
1942_05_17,52
1942_07_13,52
1942_09_10,52
1942_10_23,52
1943_01_17,52
1943_01_24,52
1943_03_22,52
1943_05_14,52
1943_05_19,52
1943_05_29,52
1944_01_16,52
1944_01_17,52
1944_04_30,52
1944_05_08,52
1944_05_21,52
1944_05_26,52
1944_09_02,52
1944_11_04,52
1944_12_26,52
1945_02_06,52
1945_05_24,52
1945_10_31,52
1946_01_29,52
1976_07_18,52
1976_08_07,52
1976_11_09,52
1976_12_11,52
1977_01_18,52
1977_01_27,52
1977_03_12,52
1977_05_06,52
1977_05_14,52
1977_07_04,52
1977_07_23,52
1977_08_30,52
1977_10_27,52
1977_11_25,52
1977_11_29,52
1977_12_26,52
1977_12_27,52
1977_12_28,52
1978_01_04,52
1978_01_15,52
1978_02_16,52
1978_05_10,52
1978_08_13,52
1978_09_07,52
1978_11_02,52
1978_12_15,52
1928_03_01,51
1929_08_12,51
1930_03_10,51
1930_06_05,51
1930_06_15,51
1931_05_05,51
1931_06_06,51
1932_03_02,51
1932_03_12,51
